Potential_Score_0_100,hcp_id,specialty,Potential_Category
0.3,NPIIN0000000602,Urology,Low
0.0,NPIIN0000000603,Urology,Low
5.6,NPIIN0000000604,Endocrinology,Low
62.4,NPIIN0000000605,Endocrinology,Low
82.3,NPIIN0000000606,Gastroenterology,Low
0.0,NPIIN0000000607,Neurology,Low
0.0,NPIIN0000000608,Urology,Low
68.3,NPIIN0000000609,Diabetology,Low
0.0,NPIIN0000000610,Dermatology,Low
0.0,NPIIN0000000611,Neurology,Low
78.9,NPIIN0000000612,Endocrinology,Low
0.0,NPIIN0000000613,Cardiology,Low
0.0,NPIIN0000000614,Neurology,Low
81.5,NPIIN0000000615,Endocrinology,Low
0.0,NPIIN0000000616,Dermatology,Low
0.0,NPIIN0000000617,Pulmonology,Low
0.0,NPIIN0000000618,General Medicine,Low
82.5,NPIIN0000000619,Diabetology,Low
0.0,NPIIN0000000620,Orthopedics,Low
1.4,NPIIN0000000621,Gastroenterology,Low
46.9,NPIIN0000000622,Gastroenterology,Low
0.0,NPIIN0000000623,Gastroenterology,Low
0.0,NPIIN0000000624,Pulmonology,Low
0.0,NPIIN0000000625,Orthopedics,Low
0.0,NPIIN0000000626,Pulmonology,Low
0.0,NPIIN0000000627,General Medicine,Low
0.0,NPIIN0000000628,Diabetology,Low
5.5,NPIIN0000000629,Diabetology,Low
80.7,NPIIN0000000630,Gastroenterology,Low
0.1,NPIIN0000000631,General Medicine,Low
0.0,NPIIN0000000632,Gastroenterology,Low
0.0,NPIIN0000000633,Orthopedics,Low
0.0,NPIIN0000000634,General Medicine,Low
0.0,NPIIN0000000635,Cardiology,Low
0.0,NPIIN0000000636,Neurology,Low
0.0,NPIIN0000000637,Cardiology,Low
0.0,NPIIN0000000638,Gastroenterology,Low
0.3,NPIIN0000000639,General Medicine,Low
0.0,NPIIN0000000640,General Medicine,Low
0.0,NPIIN0000000641,Pulmonology,Low
0.0,NPIIN0000000642,General Medicine,Low
0.0,NPIIN0000000643,Diabetology,Low
6.9,NPIIN0000000644,Diabetology,Low
0.0,NPIIN0000000645,General Medicine,Low
0.0,NPIIN0000000646,Urology,Low
0.0,NPIIN0000000647,Cardiology,Low
7.6,NPIIN0000000648,Diabetology,Low
71.1,NPIIN0000000649,Endocrinology,Low
50.2,NPIIN0000000650,General Medicine,Low
0.0,NPIIN0000000651,Cardiology,Low
82.0,NPIIN0000000652,Gastroenterology,Low
1.4,NPIIN0000000653,Cardiology,Low
54.9,NPIIN0000000654,Neurology,Low
12.7,NPIIN0000000655,Diabetology,Low
51.3,NPIIN0000000656,General Medicine,Low
98.1,NPIIN0000000657,Endocrinology,Low
0.0,NPIIN0000000658,Gastroenterology,Low
0.0,NPIIN0000000659,Orthopedics,Low
0.1,NPIIN0000000660,Endocrinology,Low
0.0,NPIIN0000000661,Orthopedics,Low
56.5,NPIIN0000000662,Diabetology,Low
0.0,NPIIN0000000663,Pulmonology,Low
0.0,NPIIN0000000664,Neurology,Low
67.6,NPIIN0000000665,Endocrinology,Low
0.0,NPIIN0000000666,General Medicine,Low
0.0,NPIIN0000000667,Cardiology,Low
0.0,NPIIN0000000668,Neurology,Low
0.0,NPIIN0000000669,General Medicine,Low
0.0,NPIIN0000000670,Urology,Low
48.7,NPIIN0000000671,Diabetology,Low
25.7,NPIIN0000000672,Urology,Low
46.3,NPIIN0000000673,Endocrinology,Low
0.0,NPIIN0000000674,Pulmonology,Low
56.3,NPIIN0000000675,Diabetology,Low
65.5,NPIIN0000000676,Endocrinology,Low
0.0,NPIIN0000000677,Cardiology,Low
0.0,NPIIN0000000678,Neurology,Low
55.4,NPIIN0000000679,Endocrinology,Low
0.0,NPIIN0000000680,Pulmonology,Low
0.0,NPIIN0000000681,Orthopedics,Low
84.9,NPIIN0000000682,Diabetology,Low
0.0,NPIIN0000000683,Cardiology,Low
0.0,NPIIN0000000684,Endocrinology,Low
0.0,NPIIN0000000685,Cardiology,Low
55.2,NPIIN0000000686,General Medicine,Low
6.7,NPIIN0000000687,Gastroenterology,Low
0.3,NPIIN0000000688,Diabetology,Low
7.8,NPIIN0000000689,Endocrinology,Low
0.0,NPIIN0000000690,Neurology,Low
40.0,NPIIN0000000691,Diabetology,Low
0.0,NPIIN0000000692,Pulmonology,Low
0.0,NPIIN0000000693,Orthopedics,Low
0.0,NPIIN0000000694,Diabetology,Low
0.0,NPIIN0000000695,General Medicine,Low
72.6,NPIIN0000000696,Dermatology,Low
47.3,NPIIN0000000697,Neurology,Low
0.0,NPIIN0000000698,Gastroenterology,Low
0.0,NPIIN0000000699,Gastroenterology,Low
0.0,NPIIN0000000700,Pulmonology,Low
0.0,NPIIN0000000701,Pulmonology,Low
0.0,NPIIN0000000702,Gastroenterology,Low
0.0,NPIIN0000000703,Neurology,Low
0.0,NPIIN0000000704,Neurology,Low
55.7,NPIIN0000000705,General Medicine,Low
0.0,NPIIN0000000706,Dermatology,Low
6.1,NPIIN0000000707,Endocrinology,Low
0.0,NPIIN0000000708,Endocrinology,Low
7.7,NPIIN0000000709,General Medicine,Low
0.0,NPIIN0000000710,Diabetology,Low
0.0,NPIIN0000000711,Neurology,Low
3.4,NPIIN0000000712,Endocrinology,Low
0.0,NPIIN0000000713,Neurology,Low
0.0,NPIIN0000000714,General Medicine,Low
66.4,NPIIN0000000715,Endocrinology,Low
0.3,NPIIN0000000716,Diabetology,Low
7.7,NPIIN0000000717,General Medicine,Low
0.0,NPIIN0000000718,Gastroenterology,Low
0.0,NPIIN0000000719,General Medicine,Low
0.8,NPIIN0000000720,Endocrinology,Low
36.2,NPIIN0000000721,Diabetology,Low
0.0,NPIIN0000000722,Cardiology,Low
0.0,NPIIN0000000723,Cardiology,Low
0.0,NPIIN0000000724,Orthopedics,Low
0.0,NPIIN0000000725,Cardiology,Low
0.0,NPIIN0000000726,Cardiology,Low
0.0,NPIIN0000000727,Urology,Low
0.4,NPIIN0000000728,Neurology,Low
0.0,NPIIN0000000729,General Medicine,Low
0.0,NPIIN0000000730,Neurology,Low
0.0,NPIIN0000000731,Orthopedics,Low
0.0,NPIIN0000000732,Cardiology,Low
51.4,NPIIN0000000733,Diabetology,Low
0.0,NPIIN0000000734,Urology,Low
0.0,NPIIN0000000735,Gastroenterology,Low
0.8,NPIIN0000000736,Orthopedics,Low
0.0,NPIIN0000000737,Diabetology,Low
0.3,NPIIN0000000738,Orthopedics,Low
0.0,NPIIN0000000739,General Medicine,Low
0.0,NPIIN0000000740,Gastroenterology,Low
0.0,NPIIN0000000741,Urology,Low
46.7,NPIIN0000000742,Endocrinology,Low
48.1,NPIIN0000000743,Endocrinology,Low
0.0,NPIIN0000000744,Pulmonology,Low
0.3,NPIIN0000000745,Dermatology,Low
0.0,NPIIN0000000746,Cardiology,Low
0.1,NPIIN0000000747,Dermatology,Low
0.0,NPIIN0000000748,General Medicine,Low
0.0,NPIIN0000000749,General Medicine,Low
0.0,NPIIN0000000750,General Medicine,Low
0.3,NPIIN0000000751,Urology,Low
0.3,NPIIN0000000752,Cardiology,Low
0.0,NPIIN0000000753,Pulmonology,Low
0.4,NPIIN0000000754,Endocrinology,Low
0.1,NPIIN0000000755,Urology,Low
0.0,NPIIN0000000756,Dermatology,Low
47.7,NPIIN0000000757,Endocrinology,Low
2.5,NPIIN0000000758,Diabetology,Low
7.4,NPIIN0000000759,General Medicine,Low
0.1,NPIIN0000000760,General Medicine,Low
7.0,NPIIN0000000761,Dermatology,Low
0.0,NPIIN0000000762,Pulmonology,Low
0.0,NPIIN0000000763,General Medicine,Low
0.1,NPIIN0000000764,Gastroenterology,Low
0.0,NPIIN0000000765,General Medicine,Low
0.3,NPIIN0000000766,Cardiology,Low
0.0,NPIIN0000000767,Cardiology,Low
75.3,NPIIN0000000768,Diabetology,Low
0.0,NPIIN0000000769,Pulmonology,Low
0.0,NPIIN0000000770,Cardiology,Low
0.0,NPIIN0000000771,Pulmonology,Low
67.0,NPIIN0000000772,Diabetology,Low
0.0,NPIIN0000000773,Neurology,Low
0.4,NPIIN0000000774,Cardiology,Low
13.3,NPIIN0000000775,General Medicine,Low
0.0,NPIIN0000000776,Cardiology,Low
1.7,NPIIN0000000777,General Medicine,Medium
0.0,NPIIN0000000778,Cardiology,Low
0.0,NPIIN0000000779,General Medicine,Low
0.0,NPIIN0000000780,Gastroenterology,Low
0.0,NPIIN0000000781,Cardiology,Low
52.5,NPIIN0000000782,Gastroenterology,Low
0.0,NPIIN0000000783,Pulmonology,Low
0.0,NPIIN0000000784,General Medicine,Low
0.0,NPIIN0000000785,Pulmonology,Low
0.4,NPIIN0000000786,General Medicine,Low
0.0,NPIIN0000000787,Gastroenterology,Low
0.0,NPIIN0000000788,Gastroenterology,Low
0.6,NPIIN0000000789,Gastroenterology,Low
33.4,NPIIN0000000790,Diabetology,Low
0.0,NPIIN0000000791,Neurology,Low
75.3,NPIIN0000000792,Endocrinology,Medium
0.6,NPIIN0000000793,General Medicine,Low
0.0,NPIIN0000000794,Cardiology,Low
0.1,NPIIN0000000795,Endocrinology,Low
0.0,NPIIN0000000796,Neurology,Low
0.0,NPIIN0000000797,Urology,Low
0.0,NPIIN0000000798,Cardiology,Low
0.0,NPIIN0000000799,Pulmonology,Low
0.0,NPIIN0000000800,Neurology,Low
0.0,NPIIN0000000801,Orthopedics,Low
0.0,NPIIN0000000802,Neurology,Low
13.2,NPIIN0000000803,Cardiology,Low
0.0,NPIIN0000000804,Endocrinology,Low
0.0,NPIIN0000000805,Neurology,Low
6.9,NPIIN0000000806,Endocrinology,Low
0.0,NPIIN0000000807,Urology,Low
0.0,NPIIN0000000808,Urology,Low
0.0,NPIIN0000000809,Orthopedics,Low
71.0,NPIIN0000000810,Diabetology,Low
0.0,NPIIN0000000811,Gastroenterology,Low
0.0,NPIIN0000000812,Neurology,Low
0.0,NPIIN0000000813,Cardiology,Low
49.1,NPIIN0000000814,Diabetology,Low
44.7,NPIIN0000000815,Endocrinology,Low
0.0,NPIIN0000000816,General Medicine,Low
0.0,NPIIN0000000817,Orthopedics,Low
0.0,NPIIN0000000818,Dermatology,Low
51.0,NPIIN0000000819,Diabetology,Low
0.3,NPIIN0000000820,Pulmonology,Low
67.1,NPIIN0000000821,Endocrinology,Low
87.7,NPIIN0000000822,Diabetology,Low
0.0,NPIIN0000000823,Cardiology,Low
0.0,NPIIN0000000824,Neurology,Low
0.0,NPIIN0000000825,Neurology,Low
0.0,NPIIN0000000826,Dermatology,Low
0.0,NPIIN0000000827,Urology,Low
46.4,NPIIN0000000828,Endocrinology,Low
13.1,NPIIN0000000829,Gastroenterology,Low
0.0,NPIIN0000000830,Cardiology,Low
0.0,NPIIN0000000831,General Medicine,Low
0.0,NPIIN0000000832,General Medicine,Low
0.0,NPIIN0000000833,Cardiology,Low
0.3,NPIIN0000000834,Endocrinology,Low
70.7,NPIIN0000000835,Diabetology,Low
54.6,NPIIN0000000836,Cardiology,Low
0.0,NPIIN0000000837,Orthopedics,Low
0.0,NPIIN0000000838,Diabetology,Low
6.8,NPIIN0000000839,General Medicine,Low
0.0,NPIIN0000000840,Orthopedics,Low
0.0,NPIIN0000000841,Pulmonology,Low
1.0,NPIIN0000000842,General Medicine,Low
24.6,NPIIN0000000843,Urology,Low
7.7,NPIIN0000000844,Endocrinology,Low
34.3,NPIIN0000000845,Endocrinology,Low
0.0,NPIIN0000000846,Pulmonology,Low
0.1,NPIIN0000000847,General Medicine,Low
0.0,NPIIN0000000848,Dermatology,Low
0.0,NPIIN0000000849,Cardiology,Low
0.0,NPIIN0000000850,Pulmonology,Low
0.0,NPIIN0000000851,Gastroenterology,Low
0.0,NPIIN0000000852,Orthopedics,Low
24.3,NPIIN0000000853,Endocrinology,Low
52.5,NPIIN0000000854,Diabetology,Low
0.0,NPIIN0000000855,Orthopedics,Low
0.0,NPIIN0000000856,Neurology,Low
0.0,NPIIN0000000857,Cardiology,Low
0.0,NPIIN0000000858,Cardiology,Low
0.0,NPIIN0000000859,Gastroenterology,Low
80.0,NPIIN0000000860,Pulmonology,Low
0.0,NPIIN0000000861,Pulmonology,Low
0.0,NPIIN0000000862,Urology,Low
81.2,NPIIN0000000863,Diabetology,Low
76.1,NPIIN0000000864,Endocrinology,Low
0.0,NPIIN0000000865,Pulmonology,Low
0.0,NPIIN0000000866,Urology,Low
0.3,NPIIN0000000867,Diabetology,Low
0.0,NPIIN0000000868,Neurology,Low
51.3,NPIIN0000000869,Endocrinology,Low
75.4,NPIIN0000000870,Endocrinology,Low
0.0,NPIIN0000000871,Urology,Low
0.0,NPIIN0000000872,Cardiology,Low
0.0,NPIIN0000000873,Cardiology,Low
0.0,NPIIN0000000874,Gastroenterology,Low
0.0,NPIIN0000000875,General Medicine,Low
47.4,NPIIN0000000876,General Medicine,Low
0.0,NPIIN0000000877,Dermatology,Low
54.0,NPIIN0000000878,Endocrinology,Low
0.0,NPIIN0000000879,Neurology,Low
78.0,NPIIN0000000880,Diabetology,Medium
0.0,NPIIN0000000881,Cardiology,Low
0.0,NPIIN0000000882,Neurology,Low
0.8,NPIIN0000000883,Diabetology,Low
0.0,NPIIN0000000884,Urology,Low
0.0,NPIIN0000000885,Urology,Low
0.0,NPIIN0000000886,Dermatology,Low
67.9,NPIIN0000000887,Diabetology,Low
15.5,NPIIN0000000888,Endocrinology,Low
0.0,NPIIN0000000889,Urology,Low
0.0,NPIIN0000000890,General Medicine,Low
0.0,NPIIN0000000891,Neurology,Low
0.0,NPIIN0000000892,Dermatology,Low
91.8,NPIIN0000000893,Diabetology,Low
0.0,NPIIN0000000894,Cardiology,Low
2.5,NPIIN0000000895,Pulmonology,Low
0.0,NPIIN0000000896,Pulmonology,Low
0.0,NPIIN0000000897,Diabetology,Low
15.4,NPIIN0000000898,Pulmonology,Low
0.0,NPIIN0000000899,Dermatology,Low
90.4,NPIIN0000000900,General Medicine,Low
0.3,NPIIN0000000901,Diabetology,Low
0.0,NPIIN0000000902,Gastroenterology,Low
0.0,NPIIN0000000903,Gastroenterology,Low
0.0,NPIIN0000000904,Orthopedics,Low
90.5,NPIIN0000000905,Endocrinology,Medium
0.0,NPIIN0000000906,Urology,Low
0.0,NPIIN0000000907,Gastroenterology,Low
0.0,NPIIN0000000908,Neurology,Low
65.3,NPIIN0000000909,Diabetology,High
0.0,NPIIN0000000910,Cardiology,Low
0.0,NPIIN0000000911,General Medicine,Low
0.0,NPIIN0000000912,Diabetology,Low
53.6,NPIIN0000000913,Diabetology,Low
0.0,NPIIN0000000914,Urology,Low
0.3,NPIIN0000000915,Endocrinology,Low
27.0,NPIIN0000000916,Orthopedics,Low
0.0,NPIIN0000000917,General Medicine,Low
0.0,NPIIN0000000918,Dermatology,Low
83.7,NPIIN0000000919,Diabetology,Low
5.4,NPIIN0000000920,Neurology,Low
0.0,NPIIN0000000921,Pulmonology,Low
27.2,NPIIN0000000922,Urology,Low
78.4,NPIIN0000000923,Endocrinology,Low
44.7,NPIIN0000000924,Endocrinology,Low
0.0,NPIIN0000000925,Orthopedics,Low
0.0,NPIIN0000000926,Cardiology,Low
0.0,NPIIN0000000927,Neurology,Low
0.0,NPIIN0000000928,Cardiology,Low
0.0,NPIIN0000000929,Cardiology,Low
0.0,NPIIN0000000930,Pulmonology,Low
71.7,NPIIN0000000931,Pulmonology,Low
0.0,NPIIN0000000932,Pulmonology,Low
0.0,NPIIN0000000933,General Medicine,Low
0.0,NPIIN0000000934,Gastroenterology,Low
0.9,NPIIN0000000935,Orthopedics,Low
0.0,NPIIN0000000936,Diabetology,Low
51.6,NPIIN0000000937,Diabetology,Low
0.0,NPIIN0000000938,Diabetology,Low
0.0,NPIIN0000000939,Gastroenterology,Low
82.2,NPIIN0000000940,General Medicine,Low
0.0,NPIIN0000000941,Neurology,Low
0.5,NPIIN0000000942,General Medicine,Low
0.0,NPIIN0000000943,Pulmonology,Low
0.0,NPIIN0000000944,Dermatology,Low
0.0,NPIIN0000000945,General Medicine,Low
0.0,NPIIN0000000946,General Medicine,Low
82.3,NPIIN0000000947,Diabetology,Low
85.4,NPIIN0000000948,General Medicine,Medium
0.2,NPIIN0000000949,Diabetology,Low
0.0,NPIIN0000000950,Dermatology,Low
0.0,NPIIN0000000951,General Medicine,Low
0.0,NPIIN0000000952,Cardiology,Low
0.6,NPIIN0000000953,Endocrinology,Low
0.0,NPIIN0000000954,Pulmonology,Low
0.0,NPIIN0000000955,Urology,Low
50.6,NPIIN0000000956,Diabetology,Low
0.0,NPIIN0000000957,Diabetology,Low
0.0,NPIIN0000000958,General Medicine,Low
51.6,NPIIN0000000959,Orthopedics,Low
0.7,NPIIN0000000960,Dermatology,Low
62.5,NPIIN0000000961,Endocrinology,Low
0.0,NPIIN0000000962,Pulmonology,Low
0.0,NPIIN0000000963,Dermatology,Low
0.0,NPIIN0000000964,Gastroenterology,Low
13.0,NPIIN0000000965,General Medicine,Low
7.6,NPIIN0000000966,Gastroenterology,Low
0.3,NPIIN0000000967,Pulmonology,Low
0.3,NPIIN0000000968,Endocrinology,Low
0.0,NPIIN0000000969,Cardiology,Low
0.1,NPIIN0000000970,General Medicine,Low
4.1,NPIIN0000000971,Cardiology,Low
0.1,NPIIN0000000972,General Medicine,Low
0.0,NPIIN0000000973,Dermatology,Low
0.0,NPIIN0000000974,Dermatology,Low
0.0,NPIIN0000000975,Cardiology,Low
0.0,NPIIN0000000976,Cardiology,Low
0.0,NPIIN0000000977,Neurology,Low
0.8,NPIIN0000000978,General Medicine,Low
0.0,NPIIN0000000979,Endocrinology,Low
0.0,NPIIN0000000980,Dermatology,Low
0.0,NPIIN0000000981,Endocrinology,Low
0.3,NPIIN0000000982,Cardiology,Low
0.0,NPIIN0000000983,Gastroenterology,Low
0.3,NPIIN0000000984,Pulmonology,Low
13.1,NPIIN0000000985,General Medicine,Low
0.0,NPIIN0000000986,Neurology,Low
0.5,NPIIN0000000987,Urology,Low
0.0,NPIIN0000000988,Cardiology,Low
0.0,NPIIN0000000989,Pulmonology,Low
67.9,NPIIN0000000990,Endocrinology,Low
0.0,NPIIN0000000991,General Medicine,Low
94.7,NPIIN0000000992,General Medicine,Low
38.8,NPIIN0000000993,General Medicine,Low
71.6,NPIIN0000000994,Endocrinology,Low
86.6,NPIIN0000000995,Dermatology,Low
25.2,NPIIN0000000996,General Medicine,Low
0.0,NPIIN0000000997,Urology,Low
0.4,NPIIN0000000998,General Medicine,Low
0.0,NPIIN0000000999,Dermatology,Low
0.0,NPIIN0000001000,Pulmonology,Low
0.0,NPIIN0000001001,General Medicine,Low
0.0,NPIIN0000001002,Neurology,Low
0.0,NPIIN0000001003,Gastroenterology,Low
84.7,NPIIN0000001004,General Medicine,Low
82.6,NPIIN0000001005,General Medicine,Low
0.0,NPIIN0000001006,Pulmonology,Low
0.0,NPIIN0000001007,Pulmonology,Low
0.0,NPIIN0000001008,General Medicine,Low
0.0,NPIIN0000001009,Gastroenterology,Low
0.0,NPIIN0000001010,General Medicine,Low
86.9,NPIIN0000001011,General Medicine,Low
0.0,NPIIN0000001012,Pulmonology,Low
0.0,NPIIN0000001013,Orthopedics,Low
67.6,NPIIN0000001014,Diabetology,Low
83.6,NPIIN0000001015,Endocrinology,Low
46.4,NPIIN0000001016,Endocrinology,Low
7.6,NPIIN0000001017,Neurology,Low
0.1,NPIIN0000001018,General Medicine,Low
1.5,NPIIN0000001019,General Medicine,Low
53.7,NPIIN0000001020,Endocrinology,Low
0.0,NPIIN0000001021,Urology,Low
0.0,NPIIN0000001022,General Medicine,Low
15.1,NPIIN0000001023,Pulmonology,Low
0.0,NPIIN0000001024,Cardiology,Low
0.0,NPIIN0000001025,Cardiology,Low
0.0,NPIIN0000001026,Cardiology,Low
0.0,NPIIN0000001027,General Medicine,Low
0.3,NPIIN0000001028,General Medicine,Low
48.9,NPIIN0000001029,Diabetology,Low
0.0,NPIIN0000001030,General Medicine,Low
0.0,NPIIN0000001031,Cardiology,Low
4.1,NPIIN0000001032,General Medicine,Low
0.0,NPIIN0000001033,Cardiology,Low
0.0,NPIIN0000001034,Cardiology,Low
0.0,NPIIN0000001035,Cardiology,Low
0.0,NPIIN0000001036,Neurology,Low
0.0,NPIIN0000001037,Orthopedics,Low
0.0,NPIIN0000001038,Pulmonology,Low
0.0,NPIIN0000001039,Cardiology,Low
0.0,NPIIN0000001040,Orthopedics,Low
0.3,NPIIN0000001041,Orthopedics,Low
61.0,NPIIN0000001042,General Medicine,Low
86.8,NPIIN0000001043,Cardiology,Low
0.0,NPIIN0000001044,Gastroenterology,Low
0.0,NPIIN0000001045,Orthopedics,Low
0.0,NPIIN0000001046,Gastroenterology,Low
0.0,NPIIN0000001047,Pulmonology,Low
0.0,NPIIN0000001048,Pulmonology,Low
0.0,NPIIN0000001049,Orthopedics,Low
0.0,NPIIN0000001050,Cardiology,Low
78.0,NPIIN0000001051,Endocrinology,Low
0.0,NPIIN0000001052,Dermatology,Low
0.3,NPIIN0000001053,Endocrinology,Low
0.4,NPIIN0000001054,General Medicine,Low
61.6,NPIIN0000001055,Diabetology,Low
40.5,NPIIN0000001056,Diabetology,Low
0.0,NPIIN0000001057,Cardiology,Low
55.4,NPIIN0000001058,Pulmonology,Low
0.0,NPIIN0000001059,General Medicine,Low
13.1,NPIIN0000001060,Pulmonology,Low
0.0,NPIIN0000001061,Diabetology,Low
0.0,NPIIN0000001062,Orthopedics,Low
0.0,NPIIN0000001063,Pulmonology,Low
0.0,NPIIN0000001064,Orthopedics,Low
0.0,NPIIN0000001065,General Medicine,Low
0.0,NPIIN0000001066,Cardiology,Low
0.3,NPIIN0000001067,Gastroenterology,Low
0.0,NPIIN0000001068,Dermatology,Low
85.0,NPIIN0000001069,Cardiology,Low
0.0,NPIIN0000001070,Pulmonology,Low
7.8,NPIIN0000001071,Neurology,Low
78.6,NPIIN0000001072,Endocrinology,Low
0.0,NPIIN0000001073,Pulmonology,Low
88.4,NPIIN0000001074,Diabetology,Low
0.0,NPIIN0000001075,Cardiology,Low
0.5,NPIIN0000001076,Urology,Low
0.0,NPIIN0000001077,General Medicine,Low
0.0,NPIIN0000001078,Gastroenterology,Low
0.0,NPIIN0000001079,Gastroenterology,Low
47.0,NPIIN0000001080,Orthopedics,Low
25.1,NPIIN0000001081,General Medicine,Low
0.0,NPIIN0000001082,General Medicine,Low
27.3,NPIIN0000001083,Diabetology,Low
0.0,NPIIN0000001084,Pulmonology,Low
0.0,NPIIN0000001085,General Medicine,Low
0.0,NPIIN0000001086,Gastroenterology,Low
13.3,NPIIN0000001087,General Medicine,Low
0.0,NPIIN0000001088,Cardiology,Low
0.3,NPIIN0000001089,Urology,Low
0.0,NPIIN0000001090,Dermatology,Low
55.8,NPIIN0000001091,General Medicine,Low
0.0,NPIIN0000001092,Neurology,Low
0.0,NPIIN0000001093,General Medicine,Low
1.4,NPIIN0000001094,Gastroenterology,Low
0.0,NPIIN0000001095,General Medicine,Low
0.0,NPIIN0000001096,Pulmonology,Low
27.2,NPIIN0000001097,Cardiology,Low
81.4,NPIIN0000001098,Endocrinology,Low
5.9,NPIIN0000001099,Gastroenterology,Low
55.8,NPIIN0000001100,General Medicine,Low
0.0,NPIIN0000001101,Cardiology,Low
0.1,NPIIN0000001102,Endocrinology,Low
0.0,NPIIN0000001103,General Medicine,Low
0.0,NPIIN0000001104,Gastroenterology,Low
0.0,NPIIN0000001105,General Medicine,Low
0.0,NPIIN0000001106,Gastroenterology,Low
0.0,NPIIN0000001107,Dermatology,Low
85.6,NPIIN0000001108,General Medicine,Low
0.0,NPIIN0000001109,Dermatology,Low
0.0,NPIIN0000001110,Cardiology,Low
0.0,NPIIN0000001111,General Medicine,Low
0.0,NPIIN0000001112,Cardiology,Low
0.0,NPIIN0000001113,Cardiology,Low
0.0,NPIIN0000001114,Cardiology,Low
0.0,NPIIN0000001115,Cardiology,Low
0.0,NPIIN0000001116,Dermatology,Low
0.0,NPIIN0000001117,Pulmonology,Low
0.0,NPIIN0000001118,Orthopedics,Low
0.0,NPIIN0000001119,Pulmonology,Low
0.3,NPIIN0000001120,Pulmonology,Low
86.8,NPIIN0000001121,Endocrinology,Low
0.0,NPIIN0000001122,Pulmonology,Low
85.5,NPIIN0000001123,General Medicine,Low
52.1,NPIIN0000001124,Orthopedics,Low
0.0,NPIIN0000001125,Orthopedics,Low
0.4,NPIIN0000001126,Endocrinology,Low
0.0,NPIIN0000001127,Pulmonology,Low
5.8,NPIIN0000001128,Neurology,Low
80.3,NPIIN0000001129,Pulmonology,Low
0.0,NPIIN0000001130,Cardiology,Low
0.0,NPIIN0000001131,Neurology,Low
0.0,NPIIN0000001132,Dermatology,Low
0.0,NPIIN0000001133,General Medicine,Low
0.0,NPIIN0000001134,General Medicine,Low
0.0,NPIIN0000001135,Cardiology,Low
0.0,NPIIN0000001136,Orthopedics,Low
0.0,NPIIN0000001137,Cardiology,Low
66.0,NPIIN0000001138,Endocrinology,Low
53.2,NPIIN0000001139,Diabetology,Low
84.3,NPIIN0000001140,Dermatology,Low
0.0,NPIIN0000001141,Neurology,Low
0.0,NPIIN0000001142,Cardiology,Low
1.1,NPIIN0000001143,Endocrinology,Low
0.0,NPIIN0000001144,Gastroenterology,Low
0.0,NPIIN0000001145,General Medicine,Low
0.0,NPIIN0000001146,Cardiology,Low
0.0,NPIIN0000001147,Orthopedics,Low
67.6,NPIIN0000001148,Endocrinology,Low
0.0,NPIIN0000001149,General Medicine,Low
96.4,NPIIN0000001150,Diabetology,Low
0.0,NPIIN0000001151,Gastroenterology,Low
0.0,NPIIN0000001152,Gastroenterology,Low
0.0,NPIIN0000001153,General Medicine,Low
0.0,NPIIN0000001154,Neurology,Low
0.0,NPIIN0000001155,Urology,Low
0.8,NPIIN0000001156,Dermatology,Low
5.9,NPIIN0000001157,General Medicine,Low
0.0,NPIIN0000001158,General Medicine,Low
0.4,NPIIN0000001159,Urology,Low
13.2,NPIIN0000001160,Cardiology,Low
0.0,NPIIN0000001161,Cardiology,Low
0.0,NPIIN0000001162,Endocrinology,Low
0.0,NPIIN0000001163,Dermatology,Low
0.0,NPIIN0000001164,Endocrinology,Low
13.2,NPIIN0000001165,Diabetology,Low
86.7,NPIIN0000001166,Pulmonology,Low
82.1,NPIIN0000001167,Endocrinology,Low
52.6,NPIIN0000001168,Diabetology,Low
0.0,NPIIN0000001169,General Medicine,Low
77.9,NPIIN0000001170,Endocrinology,Low
72.2,NPIIN0000001171,Orthopedics,Low
0.0,NPIIN0000001172,Endocrinology,Low
0.0,NPIIN0000001173,Dermatology,Low
0.0,NPIIN0000001174,General Medicine,Low
0.0,NPIIN0000001175,Cardiology,Low
0.0,NPIIN0000001176,Cardiology,Low
83.5,NPIIN0000001177,General Medicine,Low
0.0,NPIIN0000001178,General Medicine,Low
7.6,NPIIN0000001179,Endocrinology,Low
15.0,NPIIN0000001180,Orthopedics,Low
55.5,NPIIN0000001181,General Medicine,Low
0.0,NPIIN0000001182,Urology,Low
94.6,NPIIN0000001183,Endocrinology,Low
48.3,NPIIN0000001184,Endocrinology,Low
7.4,NPIIN0000001185,Pulmonology,Low
0.0,NPIIN0000001186,Diabetology,Low
53.4,NPIIN0000001187,Endocrinology,Low
0.0,NPIIN0000001188,Cardiology,Low
0.0,NPIIN0000001189,Cardiology,Low
0.0,NPIIN0000001190,Gastroenterology,Low
0.0,NPIIN0000001191,Diabetology,Low
0.0,NPIIN0000001192,Orthopedics,Low
83.4,NPIIN0000001193,Endocrinology,Low
0.0,NPIIN0000001194,General Medicine,Low
4.9,NPIIN0000001195,General Medicine,Low
0.0,NPIIN0000001196,General Medicine,Low
0.0,NPIIN0000001197,Urology,Low
0.0,NPIIN0000001198,Dermatology,Low
0.0,NPIIN0000001199,Cardiology,Low
0.3,NPIIN0000001200,General Medicine,Low
0.0,NPIIN0000001201,Dermatology,Low
